"Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage","accession","Code1","Annotation","Code2","Species","BiologicalProcess","GOTerms","Pathway","ProteinCode"
"CHOYP_1433Z.1.1|m.17045","Eelgrass-Bare",0.506301247638788,0.566463409520536,0.893793383878634,16,0.384679898112678,0.942060864972504,NA,0,0,"sp|Q2F637|1433Z_BOMMO","1433Z_BOMMO","14-3-3 protein zeta","14-3-3zeta","Bombyx mori (Silk moth)","0","GO:0005737","0","PF00244;"
"CHOYP_LOC100377747.2.3|m.55118","Eelgrass-Bare",1.97532092499517,1.53357665029389,1.2880483832462,13,0.220184487562325,0.86344556610781,NA,0.15,0,"sp|P10155|RO60_HUMAN","RO60_HUMAN","60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (Ro 60 kDa autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2)","TROVE2 RO60 SSA2","Homo sapiens (Human)","cilium morphogenesis [GO:0060271]; immune system development [GO:0002520]; response to UV [GO:0009411]; smoothened signaling pathway [GO:0007224]; transcription from RNA polymerase III promoter [GO:0006383]","GO:0002520; GO:0003723; GO:0005634; GO:0005737; GO:0006383; GO:0007224; GO:0009411; GO:0030529; GO:0030620; GO:0046872; GO:0060271","0","PF05731;"
"CHOYP_LOC100377751.1.1|m.26359","Eelgrass-Bare",0.264427422326686,0.31200772736047,0.847502799253386,16,0.409214037218369,0.942060864972504,NA,0.01,0.01,"sp|Q8TBY9|WDR66_HUMAN","WDR66_HUMAN","WD repeat-containing protein 66","WDR66","Homo sapiens (Human)","0","0","0","PF00400;"
"CHOYP_LOC100377771.1.1|m.7044","Eelgrass-Bare",1.85469330110292,0.904980287536478,2.04942950321242,16,0.0571846493559354,0.786895644121482,NA,0.025,0.025,"sp|Q4R7V3|FR1OP_MACFA","FR1OP_MACFA","FGFR1 oncogene partner","FGFR1OP QtsA-14293","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","microtubule anchoring [GO:0034453]","GO:0005737; GO:0005815; GO:0034453","0","PF09398;"
"CHOYP_LOC100377780.8.11|m.53259","Eelgrass-Bare",-0.961859743175565,1.34607249340183,-0.714567564444267,15,0.485849073747688,0.967872444534173,NA,0.05,0,"sp|Q53G44|IF44L_HUMAN","IF44L_HUMAN","Interferon-induced protein 44-like","IFI44L C1orf29 GS3686","Homo sapiens (Human)","defense response to virus [GO:0051607]","GO:0005525; GO:0005654; GO:0005737; GO:0051607","0","PF01926;"
"CHOYP_LOC100377783.1.1|m.14549","Eelgrass-Bare",-0.201603813725757,0.279120222432258,-0.722283079201421,16,0.480544913519599,0.967872444534173,NA,0.0111111111111111,0.0111111111111111,"sp|P56399|UBP5_MOUSE","UBP5_MOUSE","Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)","Usp5 Isot","Mus musculus (Mouse)","positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0004843; GO:0006511; GO:0008270; GO:0016579; GO:0032436; GO:0043130; GO:0071108","0","PF00627;PF00443;PF02148;"
"CHOYP_LOC100377872.1.1|m.30372","Eelgrass-Bare",1.61062542086776,0.416086119787779,3.87089437563851,16,0.00135433833407594,0.4564072491689,NA,0,0,"sp|Q16513|PKN2_HUMAN","PKN2_HUMAN","Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2)","PKN2 PRK2 PRKCL2","Homo sapiens (Human)","apical junction assembly [GO:0043297]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; epithelial cell migration [GO:0010631]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of cytokinesis [GO:0032467]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of cell motility [GO:2000145]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; transcription, DNA-templated [GO:0006351]","GO:0004672; GO:0004674; GO:0004697; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005913; GO:0006351; GO:0006355; GO:0006468; GO:0006915; GO:0007049; GO:0007165; GO:0010631; GO:0016301; GO:0018105; GO:0030027; GO:0030054; GO:0030496; GO:0032154; GO:0032467; GO:0035556; GO:0042826; GO:0043234; GO:0043296; GO:0043297; GO:0044822; GO:0045070; GO:0045111; GO:0045931; GO:0048471; GO:0051301; GO:0070063; GO:0098641; GO:2000145","0","PF02185;PF00069;PF00433;"
"CHOYP_LOC100377901.1.1|m.7173","Eelgrass-Bare",1.52883369587077,0.575670201886019,2.65574575661894,16,0.0172655862237172,0.786895644121482,NA,0,0,"sp|Q62077|PLCG1_MOUSE","PLCG1_MOUSE","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-gamma-1) (PLC-gamma-1)","Plcg1 Plcg-1","Mus musculus (Mouse)","calcium-mediated signaling [GO:0019722]; cell migration [GO:0016477]; cellular response to epidermal growth factor stimulus [GO:0071364]; epidermal growth factor receptor signaling pathway [GO:0007173]; in utero embryonic development [GO:0001701]; phospholipid catabolic process [GO:0009395]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; T cell receptor signaling pathway [GO:0050852]","GO:0001701; GO:0001726; GO:0002223; GO:0004435; GO:0004871; GO:0005168; GO:0005509; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0007173; GO:0008180; GO:0009395; GO:0010634; GO:0016477; GO:0019722; GO:0019901; GO:0030027; GO:0030971; GO:0035254; GO:0042995; GO:0043536; GO:0045766; GO:0050852; GO:0051281; GO:0071364","0","PF00168;PF00388;PF00387;PF00017;PF00018;"
"CHOYP_LOC100378071.1.1|m.40488","Eelgrass-Bare",0.019814888707981,0.242527509492495,0.0817016129405072,16,0.935897320513861,0.994806102585215,NA,0,0,"sp|Q16960|DYI3_HELCR","DYI3_HELCR","Dynein intermediate chain 3, ciliary","0","Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)","0","GO:0003774; GO:0005737; GO:0005874; GO:0005929; GO:0030286","0","0"
"CHOYP_LOC100378195.1.1|m.46024","Eelgrass-Bare",0.157000126182165,0.829575527721711,0.189253565149564,15,0.852431088701979,0.994769849747695,NA,0.05,0,"sp|Q1LV46|ABHEA_DANRE","ABHEA_DANRE","Protein ABHD14A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14A) (Abhydrolase domain-containing protein 14A)","abhd14a si:ch211-231a1.1 zgc:85972","Danio rerio (Zebrafish) (Brachydanio rerio)","0","GO:0005737; GO:0016021; GO:0016787","0","PF12697;"
"CHOYP_LOC100378204.1.1|m.40064","Eelgrass-Bare",0.808923681036748,0.46506484490748,1.73937826067605,15,0.102441194352896,0.835364477495249,NA,0.05,0,"sp|Q7ZUX6|DOHH_DANRE","DOHH_DANRE","Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)","dohh zgc:56338","Danio rerio (Zebrafish) (Brachydanio rerio)","peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]","GO:0008612; GO:0019135; GO:0046872","PATHWAY: Protein modification; eIF5A hypusination. {ECO:0000255|HAMAP-Rule:MF_03101}.","0"
"CHOYP_LOC100378209.1.2|m.7335","Eelgrass-Bare",-0.0878679726925492,0.571475616417019,-0.153756293651609,16,0.879724488943535,0.994769849747695,NA,0,0,"sp|P25490|TYY1_HUMAN","TYY1_HUMAN","Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)","YY1 INO80S","Homo sapiens (Human)","cell differentiation [GO:0030154]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to UV [GO:0034644]; double-strand break repair via homologous recombination [GO:0000724]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to UV-C [GO:0010225]; spermatogenesis [GO:0007283]; transcription, DNA-templated [GO:0006351]","GO:0000122; GO:0000400; GO:0000724; GO:0001078; GO:0001158; GO:0003677; GO:0003700; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0006351; GO:0006357; GO:0006974; GO:0007283; GO:0008270; GO:0010225; GO:0010629; GO:0016363; GO:0030154; GO:0031011; GO:0034644; GO:0044212; GO:0046332","0","PF00096;"
"CHOYP_LOC100378209.1.2|m.7336","Eelgrass-Bare",0.0364285369164861,0.666634224736458,0.0546454645812514,16,0.957097446693906,0.99983025867803,NA,0,0,"sp|Q3ZBY7|DEGS1_BOVIN","DEGS1_BOVIN","Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Degenerative spermatocyte homolog 1)","DEGS1 DES1","Bos taurus (Bovine)","ceramide biosynthetic process [GO:0046513]; fatty acid biosynthetic process [GO:0006633]","GO:0005739; GO:0005789; GO:0006633; GO:0016021; GO:0042284; GO:0046513","0","PF00487;PF08557;"
"CHOYP_LOC100378221.1.1|m.29052","Eelgrass-Bare",-0.0833209701107421,0.195917704022563,-0.425285558170621,16,0.676293287321234,0.987321701910555,NA,0.0125,0.0125,"sp|Q8K4K5|L2GL1_RAT","L2GL1_RAT","Lethal(2) giant larvae protein homolog 1 (LLGL) (Rgl-1)","Llgl1 Rgl1","Rattus norvegicus (Rat)","axonogenesis [GO:0007409]; cortical actin cytoskeleton organization [GO:0030866]; establishment of spindle orientation [GO:0051294]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of Notch signaling pathway [GO:0008593]; regulation of protein secretion [GO:0050708]","GO:0000137; GO:0005096; GO:0005886; GO:0006887; GO:0006893; GO:0007409; GO:0008593; GO:0017137; GO:0030424; GO:0030864; GO:0030866; GO:0031901; GO:0032588; GO:0032878; GO:0050708; GO:0051294","0","PF08596;PF08366;"
"CHOYP_LOC100378255.1.1|m.63185","Eelgrass-Bare",0.464179351350947,0.369484226352199,1.25629003417451,16,0.227044895992514,0.868897206579436,NA,0.108333333333333,0.108333333333333,"sp|Q8NHU2|CFA61_HUMAN","CFA61_HUMAN","Cilia- and flagella-associated protein 61","CFAP61 C20orf26","Homo sapiens (Human)","0","GO:0016491","0","PF16092;"
"CHOYP_LOC100378331.1.1|m.47480","Eelgrass-Bare",0.224478405977624,0.238804257117008,0.940010068026697,16,0.361188323747011,0.932800417896341,NA,0.0214285714285715,0.0214285714285714,"sp|Q8TD57|DYH3_HUMAN","DYH3_HUMAN","Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)","DNAH3 DNAHC3B","Homo sapiens (Human)","cilium or flagellum-dependent cell motility [GO:0001539]; microtubule-based movement [GO:0007018]","GO:0001539; GO:0003777; GO:0005524; GO:0005737; GO:0005858; GO:0005874; GO:0007018","0","PF12780;PF08393;PF03028;PF12777;"
"CHOYP_LOC100378487.1.1|m.64108","Eelgrass-Bare",-0.188864197015775,1.14666193899146,-0.164707827646124,12,0.871915903919452,0.994769849747695,NA,0.2,0,"sp|Q7SXN4|CPEB4_DANRE","CPEB4_DANRE","Cytoplasmic polyadenylation element-binding protein 4 (CPE-BP4) (CPE-binding protein 4) (CPEB-4)","cpeb4 zgc:66166","Danio rerio (Zebrafish) (Brachydanio rerio)","cellular response to amino acid stimulus [GO:0071230]; cellular response to decreased oxygen levels [GO:0036294]; cellular response to glucose starvation [GO:0042149]; ionotropic glutamate receptor signaling pathway [GO:0035235]; negative regulation of cytoplasmic translation [GO:2000766]; negative regulation of neuron apoptotic process [GO:0043524]; response to ischemia [GO:0002931]","GO:0000166; GO:0000900; GO:0002931; GO:0003730; GO:0005634; GO:0005737; GO:0005783; GO:0008135; GO:0014069; GO:0030425; GO:0035235; GO:0036294; GO:0042149; GO:0043005; GO:0043022; GO:0043524; GO:0045202; GO:0071230; GO:1990124; GO:2000766","0","PF16366;PF16367;"
"CHOYP_LOC100378618.1.1|m.48704","Eelgrass-Bare",-0.214795006444963,0.604024020861175,-0.355606729246832,16,0.726780034626181,0.988178700236432,NA,0,0,"sp|Q6ZU80|CE128_HUMAN","CE128_HUMAN","Centrosomal protein of 128 kDa (Cep128)","CEP128 C14orf145 C14orf61","Homo sapiens (Human)","0","GO:0000922; GO:0005737; GO:0005814; GO:0005815","0","0"
"CHOYP_LOC100378619.2.2|m.36047","Eelgrass-Bare",-0.295840582069263,0.549747766318677,-0.538138761436587,16,0.597888301916704,0.979591620635068,NA,0,0,"sp|Q8N9Z9|LMTD1_HUMAN","LMTD1_HUMAN","Lamin tail domain-containing protein 1 (Intermediate filament tail domain-containing protein 1)","LMNTD1 IFLTD1","Homo sapiens (Human)","cell proliferation [GO:0008283]","GO:0005198; GO:0005635; GO:0005737; GO:0005882; GO:0008283","0","PF00932;"
"CHOYP_LOC100378642.1.1|m.54868","Eelgrass-Bare",1.69538202128759,0.736981923989141,2.30043908283505,15,0.0361935679609631,0.786895644121482,NA,0.05,0,"sp|Q503L9|NXN_DANRE","NXN_DANRE","Nucleoredoxin (EC 1.8.1.8)","nxn zgc:110449","Danio rerio (Zebrafish) (Brachydanio rerio)","cardiovascular system development [GO:0072358]; cell differentiation [GO:0030154]; cell redox homeostasis [GO:0045454]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]","GO:0005634; GO:0005829; GO:0016055; GO:0030154; GO:0030178; GO:0031397; GO:0045454; GO:0047134; GO:0072358","0","PF13905;"
"CHOYP_LOC100378652.1.1|m.5656","Eelgrass-Bare",-0.643532629564823,0.881082827166621,-0.730388346841681,16,0.47571243167302,0.967872444534173,NA,0,0,"sp|Q8BKE9|IFT74_MOUSE","IFT74_MOUSE","Intraflagellar transport protein 74 homolog (Capillary morphogenesis gene 1 protein) (CMG-1) (Coiled-coil domain-containing protein 2)","Ift74 Ccdc2 Cmg1","Mus musculus (Mouse)","cilium assembly [GO:0042384]; cilium morphogenesis [GO:0060271]; determination of left/right symmetry [GO:0007368]; epidermis development [GO:0008544]; heart development [GO:0007507]; intraciliary transport [GO:0042073]; intraciliary transport involved in cilium morphogenesis [GO:0035735]; keratinocyte development [GO:0003334]; negative regulation of epithelial cell proliferation [GO:0050680]; Notch signaling pathway [GO:0007219]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]","GO:0003334; GO:0003682; GO:0005634; GO:0005813; GO:0005929; GO:0007219; GO:0007368; GO:0007507; GO:0008544; GO:0016023; GO:0030992; GO:0033630; GO:0035735; GO:0042073; GO:0042384; GO:0045944; GO:0048487; GO:0050680; GO:0060271; GO:0072372","0","0"
"CHOYP_LOC100378655.1.1|m.40440","Eelgrass-Bare",0.580578147336844,1.08297246803943,0.536096867160343,12,0.601687790260378,0.979591620635068,NA,0.2,0,"sp|P27169|PON1_HUMAN","PON1_HUMAN","Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)","PON1 PON","Homo sapiens (Human)","aromatic compound catabolic process [GO:0019439]; carboxylic acid catabolic process [GO:0046395]; cholesterol metabolic process [GO:0008203]; organophosphate catabolic process [GO:0046434]; phosphatidylcholine metabolic process [GO:0046470]; positive regulation of binding [GO:0051099]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of transporter activity [GO:0032411]; response to external stimulus [GO:0009605]; response to fatty acid [GO:0070542]; response to fluoride [GO:1902617]; response to nutrient levels [GO:0031667]; response to toxic substance [GO:0009636]","GO:0004063; GO:0004064; GO:0005509; GO:0005543; GO:0005576; GO:0005615; GO:0008203; GO:0009605; GO:0009636; GO:0010875; GO:0019439; GO:0031667; GO:0032411; GO:0034364; GO:0034366; GO:0042803; GO:0043231; GO:0046395; GO:0046434; GO:0046470; GO:0051099; GO:0070062; GO:0070542; GO:0072562; GO:0102007; GO:1902617","0","PF01731;"
"CHOYP_LOC100378683.1.1|m.19030","Eelgrass-Bare",0.464180381949657,1.94306069174331,0.238891344939511,14,0.814651419418511,0.994769849747695,NA,0.1,0,"sp|Q9UGM6|SYWM_HUMAN","SYWM_HUMAN","Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) ((Mt)TrpRS) (Tryptophanyl-tRNA synthetase) (TrpRS)","WARS2","Homo sapiens (Human)","tRNA aminoacylation for protein translation [GO:0006418]; tryptophanyl-tRNA aminoacylation [GO:0006436]; vasculogenesis [GO:0001570]","GO:0001570; GO:0004830; GO:0005524; GO:0005759; GO:0006418; GO:0006436","0","PF00579;"
"CHOYP_LOC100378691.2.2|m.40118","Eelgrass-Bare",0.203409650295956,0.615327553731347,0.330571334019548,16,0.74525757765737,0.991717991789886,NA,0,0,"sp|Q2KI56|CSN7B_BOVIN","CSN7B_BOVIN","COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b)","COPS7B","Bos taurus (Bovine)","cullin deneddylation [GO:0010388]","GO:0005737; GO:0008180; GO:0010388","0","PF01399;"
"CHOYP_LOC100378760.1.1|m.37015","Eelgrass-Bare",-0.737092803864193,1.00857974714217,-0.730822531339501,16,0.475454390803585,0.967872444534173,NA,0.025,0.025,"sp|P68037|UB2L3_MOUSE","UB2L3_MOUSE","Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (UbcM4) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)","Ube2l3 Ubce7","Mus musculus (Mouse)","cell cycle phase transition [GO:0044770]; cell proliferation [GO:0008283]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to steroid hormone stimulus [GO:0071383]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein K11-linked ubiquitination [GO:0070979]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0000209; GO:0003713; GO:0004842; GO:0005524; GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0008283; GO:0016567; GO:0031398; GO:0031625; GO:0042787; GO:0044770; GO:0044822; GO:0051443; GO:0061631; GO:0070062; GO:0070979; GO:0071383; GO:0071385; GO:0097027; GO:1903955","PATHWAY: Protein modification; protein ubiquitination. {ECO:0000255|PROSITE-ProRule:PRU00388}.","PF00179;"
"CHOYP_LOC100378816.1.1|m.10997","Eelgrass-Bare",0.752493304052999,0.617879802641126,1.21786357287691,16,0.240931755046891,0.872936622060819,NA,0,0,"sp|Q4R642|TCTE1_MACFA","TCTE1_MACFA","T-complex-associated testis-expressed protein 1 (Tcte-1)","TCTE1 QtsA-19176","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","0","0","0","PF13516;"
"CHOYP_LOC100378839.1.1|m.21328","Eelgrass-Bare",-0.0645756176991881,0.909349495628798,-0.0710129801683513,16,0.944267478130955,0.995212684210245,NA,0,0,"sp|Q86UC2|RSPH3_HUMAN","RSPH3_HUMAN","Radial spoke head protein 3 homolog (A-kinase anchor protein RSPH3) (Radial spoke head-like protein 2)","RSPH3 RSHL2 RSP3","Homo sapiens (Human)","0","0","0","PF06098;"
"CHOYP_LOC100378967.1.1|m.62298","Eelgrass-Bare",0.407487893742832,0.599368817736744,0.679861683965364,16,0.506310316515946,0.971641670959364,NA,0,0,"sp|B0BM24|F161A_XENTR","F161A_XENTR","Protein FAM161A","fam161a","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","cell projection organization [GO:0030030]","GO:0005737; GO:0005856; GO:0005929; GO:0030030","0","PF10595;"
"CHOYP_LOC100378969.1.2|m.23160","Eelgrass-Bare",1.58878950747399,1.09585231907086,1.44982081967128,14,0.169139813688188,0.86344556610781,NA,0.1,0,"sp|P42674|BP10_PARLI","BP10_PARLI","Blastula protease 10 (EC 3.4.24.-)","BP10","Paracentrotus lividus (Common sea urchin)","0","GO:0004222; GO:0005615; GO:0005938; GO:0008270; GO:0048471","0","PF01400;PF00431;"
"CHOYP_LOC100459096.3.3|m.45135","Eelgrass-Bare",-0.684037035243824,0.5387641130876,-1.26964105185789,16,0.222368954357466,0.864231185991672,NA,0.0125,0.0125,"sp|O00338|ST1C2_HUMAN","ST1C2_HUMAN","Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)","SULT1C2 SULT1C1","Homo sapiens (Human)","3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine metabolic process [GO:0009308]; sulfation [GO:0051923]","GO:0004062; GO:0005737; GO:0005829; GO:0008146; GO:0009308; GO:0050427; GO:0051923; GO:0070062","0","PF00685;"
"CHOYP_LOC100476601.1.1|m.9343","Eelgrass-Bare",-0.778552928401945,1.45406802999494,-0.535430882422095,16,0.599715982910429,0.979591620635068,NA,0,0,"sp|A6H619|PHRF1_MOUSE","PHRF1_MOUSE","PHD and RING finger domain-containing protein 1","Phrf1 Kiaa1542","Mus musculus (Mouse)","mRNA processing [GO:0006397]; transcription from RNA polymerase II promoter [GO:0006366]","GO:0006366; GO:0006397; GO:0008270; GO:0016020; GO:0070063","0","PF00628;PF13639;"
